BusinessName,Category,Revenue,Expenses,Profit,ProfitMargin,City,State,ZipCode,Latitude,Longitude,IsOpen,Wifi,OutdoorSeating,Delivery
"Bender, Gilbert and Blankenship",Healthcare,62290,7381,54909,88.15058596885535,South Jamieborough,MS,73035,-25.732711,12.144319,No,None,Available,Not available
Hunt and Sons,Technology,55595.56,23172,7258,23.85146237265856,Williamsbury,AS,27064,15.601810,159.833096,Yes,Free,Not available,Available
"Powell, Ballard and King",Healthcare,56765,16584,40181,70.78481458645291,Joseborough,LA,49057,-52.882392,43.691034,No,Paid,Not available,Available
"Hayes, Anderson and Hill",Finance,67439,9744,57695,85.5513871795252,Patriciaton,CA,47618,-29.086207,31.668467,Yes,Free,Not available,Available
Moran LLC,Healthcare,51302,25844,25458,49.62379634322249,Michaelport,ID,80889,43.205544,59.051002,Yes,Free,Available,Available
Robinson-Strong,Healthcare,86110,17675,68435,79.47392869585414,New Nicoleport,OR,40577,46.300593,-119.003166,No,None,Available,Not available
"Wang, Rodriguez and Ross",Hospitality,29544,48947,-19403,-65.67492553479556,North Amy,CA,64176,-4.568620,96.177903,Yes,Paid,Available,Available
"Tucker, Sandoval and Gardner",Retail,2804,29622,-26818,-956.4194008559202,Lake Kevin,WV,63190,-75.873196,95.642137,No,Free,Available,Not available
"Alvarez, Russell and Black",Finance,69398,21081,48317,69.6230438917548,East Taylorside,PW,15063,18.096760,-148.316996,No,None,Not available,Not available
Garza-Bradley,Healthcare,17062,26480,-9418,-55.19868714101512,Michaelville,MA,18486,-56.530306,-51.177429,Yes,Paid,Not available,Not available
Buchanan and Sons,Healthcare,88334,17580,70754,80.09826340933276,East Craigmouth,PA,88068,-30.002294,65.753833,Yes,Paid,Not available,Available
"Wiley, Rodriguez and Bowen",Hospitality,24189,40398,-16209,-67.00979784199428,West Teresachester,MT,70556,-25.127540,-37.593950,No,Free,Not available,Not available
Barrett Group,Finance,32242,21431,10811,33.53079833757211,Scottside,ND,56279,13.049582,95.193169,No,None,Not available,Available
Arnold Group,Retail,59341,46738,12603,21.238266965504458,Mcphersonbury,OH,73410,7.269405,122.231643,Yes,Free,Not available,Not available
Williams-Williams,Hospitality,21602,49098,-27496,-127.2845106934543,Keithton,FM,66551,34.713117,106.364258,No,Free,Available,Available
Aguirre Inc,Retail,91329,34792.08,51035,55.88038848558509,Thomasmouth,TN,13860,-83.068247,35.934461,Yes,None,Not available,Available
Stephens PLC,Finance,5269,29132,-23863,-452.89428734105144,Port Loriville,MS,58769,-79.152412,-5.430217,Yes,Paid,Available,Not available
"Wilcox, Ford and White",Finance,88753,41388,47365,53.36721012247473,Gallaghermouth,WV,80843,56.067186,30.384798,Yes,None,Available,Not available
Ayers-Mcdaniel,Finance,48502,11044,37458,77.22980495649664,Toniside,NH,60003,-5.489083,18.851480,Yes,Paid,Not available,Available
Martin-Stuart,Healthcare,77078,7979,69099,89.64814862866187,Jamesmouth,UT,78952,-62.370348,-96.380192,No,Free,Not available,Not available
Scott-Hunt,Healthcare,59923.57,29596,66960,69.34835742988524,New Janet,WA,35792,45.224128,80.358238,Yes,Paid,Not available,Not available
"Taylor, Montgomery and Mclean",Retail,83571,35259,48312,57.80952722834476,Thomasburgh,VT,38459,30.512248,-129.080988,No,Paid,Not available,Available
"Sosa, Davies and Hinton",Hospitality,1621,43455,-41834,9.8,Kaylaberg,KS,80276,41.934401,1.629484,No,Free,Available,Not available
"Hickman, Mcknight and Sparks",Retail,95468,25657,69811,73.1250261867851,Michaelmouth,AR,92077,-32.671728,-131.754706,Yes,Paid,Available,Not available
White-Navarro,Finance,21138,15900,5238,24.78001703093954,North Erin,TN,17101,42.719888,-7.922308,No,Paid,Not available,Available
Howard-Scott,Finance,6796,44631,-37835,-556.7245438493231,Millsberg,MP,72986,-51.729856,96.916240,Yes,None,Available,Not available
Wolf-Brown,Hospitality,6047,20589,-14542,-240.4828840747478,Wangbury,NE,06364,35.076990,-98.988380,Yes,None,Available,Not available
Roth-Peterson,Technology,33467,8468,24999,74.69746317267756,West Shawnfurt,WY,51775,53.350098,179.632709,Yes,Free,Not available,Available
Robinson and Sons,Healthcare,16288,3457,12831,78.7757858546169,Port Christopher,CA,50460,-75.434762,121.942626,No,Paid,Not available,Available
"Peterson, Henry and Smith",Finance,32171,22641,9530,29.6229523483883,New Brandiburgh,NC,02959,22.420288,109.196836,No,Paid,Available,Available
Carlson Inc,Healthcare,51153,32752,18401,35.97247473266475,Lake Christopher,PR,39283,-5.885181,-128.491806,Yes,None,Available,Available
Vasquez and Sons,Finance,8325,42769,-34444,-413.74174174174175,Rosestad,FL,47358,72.625924,21.568124,Yes,Paid,Not available,Available
"Ross, Aguilar and Thomas",Hospitality,89550,3025,86525,96.62199888330541,Anthonymouth,SC,11309,56.207391,54.949505,Yes,None,Not available,Available
"Hoffman, Taylor and Castillo",Technology,87266,40856,46410,25.49,Morrisonton,IL,55500,14.212153,102.378032,No,Free,Available,Not available
Moore-Hendricks,Finance,80696,42657,38039,47.13864379894914,North Morganside,MO,32430,-26.460766,49.904636,No,None,Available,Not available
Molina Group,Hospitality,97567,22447,75120,76.99324566708006,Adamsbury,CO,50585,-51.250173,-28.725312,Yes,Free,Not available,Not available
"White, Conway and Abbott",Finance,80411,29848,50563,62.88070040168634,New Julie,CT,47523,4.886925,126.656468,No,Free,Available,Not available
"Hensley, Allen and Hanson",Technology,98729,7599,91130,92.30317333306324,Jeanside,LA,17285,-30.253132,-53.360302,No,Paid,Available,Available
Cohen-Carter,Finance,82234,39241,42993,52.281294841549716,North Amber,VA,77567,47.525988,-162.485393,Yes,Paid,Available,Available
Bryant and Sons,Finance,52973,27746,25227,47.62237366205425,North Jeremy,RI,52635,76.363326,13.512469,No,Free,Available,Available
"Thomas, Hernandez and Ross",Hospitality,45268.78,22572,41072,64.53397020928917,Martinmouth,TN,04154,70.697820,-120.937783,Yes,None,Available,Available
Adams-Wiggins,Retail,13289,15493.19,-17558,-132.1243133418617,New Mary,PW,56518,83.285761,-115.110850,Yes,Paid,Not available,Available
Burnett and Sons,Hospitality,28555.97,20909,51996,12.07,Sherylshire,CA,68742,88.522346,83.392788,Yes,Free,Available,Available
Daniel-Perez,Healthcare,41066,5511,35555,86.58013928797546,Garrettstad,MI,51841,38.117572,162.556476,Yes,Free,Available,Not available
"Adams, Green and Martinez",Technology,79212,32569,46643,58.883754986618186,Grimesfort,GA,78505,-27.863020,-6.552371,Yes,None,Not available,Not available
Lindsey Inc,Retail,11451,14437,-2986,-26.076325211771902,Davidshire,HI,50946,-19.525786,131.864725,No,Free,Not available,Available
Atkins Inc,Retail,31227,28956,2271,7.272552598712652,West Donald,TN,80949,-57.188787,51.447803,No,None,Available,Available
Bauer Ltd,Finance,52906,6110,46796,88.45121536309681,Jonathanview,PR,80642,26.716784,97.472458,Yes,Free,Available,Not available
"Shelton, Fry and Moran",Healthcare,5587,10002,-4415,-79.02273134061214,Nicholasberg,MN,56093,15.206148,-108.200801,Yes,Free,Available,Not available
Kane-Webb,Technology,95450,16657,78793,82.5489785227868,Hamptontown,MP,43281,89.379544,-175.587325,Yes,Paid,Not available,Not available
Mclaughlin Ltd,Finance,10016,2356,7660,76.4776357827476,Abigailville,AL,02997,42.226556,3.756534,No,Paid,Not available,Not available
"Jordan, Copeland and Moyer",Healthcare,9557,38042,-28485,-298.0537825677514,Lake Victor,WV,00654,-87.656214,118.578769,No,Free,Available,Not available
Thomas Inc,Finance,10465,20419,-9954,-95.11705685618729,North Lauraport,OH,68831,-18.912795,63.030217,No,Free,Not available,Available
Davidson LLC,Technology,63613,35067,28546,44.874475343090246,Deborahton,ND,40341,74.781741,167.962775,Yes,Free,Not available,Available
Newton-Morales,Retail,38575,5428,33147,85.92871030460142,New Jennifer,IA,20972,-45.220766,179.899947,No,None,Available,Not available
Chen Ltd,Technology,69934,15354,54580,78.04501387022049,East Sean,MA,81883,10.394936,-137.567019,No,Free,Not available,Available
White-Holder,Healthcare,86180,5029,81151,94.16453933627291,Hawkinsfurt,AK,05436,75.924780,-1.918024,Yes,None,Not available,Not available
"Martinez, Gomez and Crosby",Healthcare,43409,9154,34255,78.91220714598354,West Coleberg,MP,80110,-44.084142,52.868185,No,Free,Available,Available
"Lee, Copeland and Clark",Finance,60091,32807,27284,45.40446988733754,North Pennybury,IA,39231,-34.980484,-17.390515,No,Paid,Available,Not available
Brooks Ltd,Hospitality,52868,44349,8519,16.113717182416583,Heatherland,DC,96185,-73.043372,-111.404112,Yes,Free,Not available,Not available
Kennedy-Wilson,Finance,47745,28184,19561,40.96973505079065,Gonzalezbury,OR,13814,78.123248,-82.944879,No,None,Not available,Available
"Hester, Gallagher and Hester",Finance,68136,44080,24056,35.305858870494305,West Zachary,NC,68321,24.209316,-98.319296,Yes,None,Not available,Available
Cannon Inc,Technology,27017,15996,11021,40.792834141466486,Jamietown,NM,05483,39.653859,147.883941,Yes,Free,Available,Not available
Garner-Richardson,Healthcare,87337,32980,54357,62.238226639339565,Port Nicole,WI,87428,52.267158,-50.660716,No,Free,Not available,Available
Harvey PLC,Finance,53180,6990,46190,86.8559608875517,North Nathaniel,KY,52444,16.040009,131.781783,Yes,None,Not available,Not available
Mason-Anderson,Hospitality,27109,14717,12392,45.71175624331403,Jamesbury,MH,93432,-46.786062,149.213806,No,None,Not available,Available
Clayton Ltd,Healthcare,48260.8,17576,67902,79.43798404267764,Port Melissa,OR,84709,-86.965143,167.255698,No,Paid,Not available,Available
"Williams, Stewart and Norris",Technology,81280,10595,70685,86.96481299212599,Davidville,SD,16289,-84.071430,160.492935,Yes,Paid,Available,Not available
Leonard-Bridges,Healthcare,98198,19015,79183,80.63606183425324,Lake Becky,MD,75194,-22.337588,31.045980,No,Paid,Not available,Not available
"Holden, Larson and Cole",Technology,66437,31771,34666,52.178755813778466,Lake Danielview,UT,44627,-17.234660,162.149689,No,Paid,Not available,Available
Wilson Group,Technology,94041,24805.13,72211,76.78672068565838,Johnview,HI,09257,-82.298714,149.202268,Yes,Paid,Not available,Available
Thomas PLC,Hospitality,97948,26932,71016,72.50377751459959,Kaylaberg,MD,53784,6.348976,-81.880724,Yes,None,Available,Not available
Ellis-Ochoa,Healthcare,99039,15492,83547,84.3576772786478,West Traci,LA,29816,24.984430,-100.583894,Yes,Paid,Not available,Not available
Lopez-Larson,Retail,20365,23430,-3065,-15.050331451018906,Morganburgh,SD,55678,-74.291928,-93.991204,No,Paid,Available,Not available
"Hudson, Nicholson and Evans",Technology,95514,5253,90261,94.50028268107293,Whitefurt,WY,59670,-55.432481,-89.159058,No,Free,Not available,Available
Carroll-Boyle,Retail,46271,18857,27414,59.24661234898748,Smallhaven,WY,29032,39.976188,111.375836,No,Free,Not available,Not available
"Taylor, Walters and Garner",Retail,64365,2648,61717,95.88596286801834,Brandytown,ND,52985,83.731218,-96.689359,Yes,Paid,Available,Available
Barton and Sons,Hospitality,16120,38784,-22664,-140.5955334987593,South Laura,CA,05169,-12.567176,149.031596,No,None,Available,Available
Roberts Ltd,Healthcare,61030,17492,43538,71.33868589218417,New Katherine,MS,58953,-0.828792,-91.468965,No,None,Not available,Not available
Garza-Mcintosh,Healthcare,31474,46778,-15304,-48.62426129503717,Jerrytown,NC,11778,21.536278,-133.727949,No,Free,Available,Not available
"Howell, Jordan and Nguyen",Retail,6354,2909,3445,54.21781554926031,Johnsonfurt,AS,39641,-79.306325,37.678369,Yes,Paid,Not available,Not available
Holland Inc,Hospitality,30843,32887,-2044,-6.627111500178322,New Julieberg,VI,83299,-29.952856,-113.522374,Yes,Paid,Available,Not available
"Caldwell, Castro and Kane",Healthcare,37108,44497,-7389,-19.912148323811575,Jonathanmouth,IN,36429,-50.339916,156.938226,No,Paid,Available,Available
Castaneda PLC,Retail,52795,28639,24156,45.754332796666354,Cooperchester,AK,29645,-88.129050,114.427479,Yes,Paid,Not available,Available
Espinoza LLC,Technology,41512,48001,-6489,-15.631624590479861,Tylerfurt,AK,57042,-1.658940,34.092461,No,None,Not available,Not available
Warner-Holmes,Technology,6140,15608,-9468,-154.20195439739416,New Elizabeth,NY,74963,64.742466,-126.447777,No,None,Available,Available
Taylor LLC,Technology,3439,6795,-3356,-97.58650770572841,West Michellehaven,MS,54867,16.293883,167.623488,No,None,Not available,Available
Sullivan-Travis,Technology,65486,27530,37956,16.99,East Victoriaville,VA,70167,-20.415577,-152.140622,Yes,Free,Available,Not available
Kennedy-Church,Retail,12718,25176,-12458,-97.95565340462336,Lake Ritaborough,ND,42221,-58.064883,24.529015,No,None,Available,Available
"Patterson, Carr and Velasquez",Hospitality,3807,11246,-7439,-195.40320462306278,South Chelseaview,AS,68294,-60.001052,115.732462,Yes,Paid,Available,Available
Adams PLC,Hospitality,98052,46259,51793,52.82197201484926,Joshuaview,LA,82337,-62.530159,161.073371,Yes,None,Not available,Available
Ford-Lynch,Hospitality,45516,22765,22751,49.98462079268828,West Zacharyhaven,VI,35754,-76.222632,136.418190,No,Paid,Not available,Not available
Bullock-Ford,Retail,35052,9959,25093,71.58792650918635,Larsonbury,UT,75065,23.661845,-21.417121,Yes,Free,Not available,Available
Craig Inc,Technology,20430,39158,-18728,-91.66911404796866,Nguyenborough,FL,03297,-16.652856,-128.533725,Yes,Paid,Not available,Not available
Nelson-Lopez,Healthcare,91012,8772,82240,90.36171054366457,Clarkechester,WY,52538,-63.630910,-57.904349,Yes,None,Not available,Not available
Bennett Ltd,Finance,62407,20470,41937,20.25,South Lauraport,NH,01175,-32.787537,-49.963040,No,None,Not available,Available
Fernandez-Anderson,Technology,92883,20268,72615,78.17899938632473,Larsonborough,SC,76547,69.721385,-170.717285,Yes,Paid,Available,Available
"Torres, Kramer and Miles",Healthcare,40111,19932,20179,50.30789558973847,New Phillipton,MN,51308,62.342738,15.215127,Yes,None,Available,Not available
Garcia-Villarreal,Technology,11291,32153,-20862,-184.766628288017,New Heatherville,ME,30371,-61.755265,-31.922095,Yes,None,Available,Not available
"Castillo, Davidson and Mcdonald",Retail,13035,20437,-7402,-56.78557729190641,Cathybury,AR,86886,-31.136102,-30.169343,Yes,Free,Available,Available
Johnson-Williams,Retail,64602,37280,27322,42.29280827218972,North Arianamouth,PA,94740,73.450964,-1.220953,No,Paid,Not available,Not available
"Ross, Henderson and Perez",Technology,53626,30931,22695,42.3208891209488,North Kimberly,KY,58072,-62.747642,27.798549,No,None,Not available,Available
"Chavez, Garner and Brown",Finance,74208,9410,64798,87.3194264769297,Foxport,PR,47697,10.649733,-135.957674,Yes,Free,Not available,Available
"Taylor, Stewart and Lopez",Healthcare,69278,38302,30976,44.71260717688155,New Samuel,CO,04709,-78.762490,6.558770,Yes,Free,Not available,Available
Miles-Snyder,Retail,70667,20655.87,28814,40.77433597011335,Port Carmenhaven,MS,78305,-2.040604,36.795537,No,Paid,Available,Available
Robinson Group,Technology,70417,35478.64,46657,66.2581478904242,Lake Dawnfurt,DE,13734,4.828472,44.481392,No,None,Not available,Not available
Camacho and Sons,Finance,59014.79,21982,-17091,-349.4377427928849,West Rachelmouth,GA,68901,-31.137462,53.328200,No,None,Not available,Available
"Ramirez, Reynolds and Walker",Hospitality,8363,19995,-11632,-139.08884371636972,Huntershire,GA,33745,-69.914562,172.468737,Yes,Free,Available,Available
Wiggins Inc,Retail,20407,33111,-12704,-62.25314842946048,West Oliviafort,MN,09630,-63.518898,-47.489284,Yes,Paid,Not available,Available
Herrera-Edwards,Hospitality,78651,45517,33134,42.127881400109345,Eatonmouth,WY,50993,-35.480049,-137.204402,Yes,Free,Not available,Not available
Riley-Harding,Finance,1895,44965,-43070,-2272.8232189973614,Marthaville,AR,50530,-7.475658,-120.960918,Yes,None,Not available,Available
Kirby and Sons,Finance,30554,14401,16153,52.86705505007527,East Priscilla,ID,26433,-26.216454,49.332807,Yes,Paid,Not available,Available
"Wright, Vargas and Wilson",Finance,97132,43368,53764,55.351480459580785,New Karenmouth,MN,22730,-39.078276,-171.774352,Yes,Free,Not available,Not available
"Matthews, Flynn and Holland",Healthcare,41604,2357,39247,94.33467935775406,New Thomasburgh,GU,36728,32.922424,-154.669775,Yes,None,Available,Not available
Huang Group,Retail,78961,15509,63452,80.35865807170629,East Corey,TN,01201,79.915547,-102.167967,No,None,Available,Available
Hudson-Anderson,Technology,23267,22057,1210,5.200498560192547,Webbchester,TN,03532,66.749561,11.059545,No,Free,Available,Available
Benson-Frost,Finance,64119,32080,32039,49.96802819757014,Wesleyside,DC,04914,11.121802,73.318965,Yes,None,Available,Available
"Fuller, Norton and Harris",Hospitality,46043.47,862,91686,99.06859143363444,South Marymouth,CT,11371,23.221255,70.958203,Yes,Paid,Available,Available
"Williams, Allen and Carr",Technology,87528,7287,80241,91.6746641074856,Tinafort,AS,14987,54.121394,57.581784,No,Free,Available,Not available
"Hardy, Delacruz and Wilson",Technology,88082,3669,84413,95.83456324788266,Lake Bryan,DC,42822,-53.976724,-0.955434,Yes,None,Available,Not available
Hunt Group,Healthcare,55319,45057,10262,18.55058840543032,Danielbury,OH,62929,85.953954,-73.026271,No,None,Available,Available
Hayden Inc,Hospitality,64159,33777,30382,47.35422933649215,Calebberg,MO,20890,-27.114241,-46.445724,Yes,Paid,Available,Not available
Osborne LLC,Finance,55288,44720,10568,19.114455216321804,Port Anthony,NV,75214,-85.576490,89.858629,No,None,Not available,Available
"Moore, Schmidt and Foster",Retail,97639,20771,76868,15.82,Bradhaven,RI,53949,-29.131532,-110.142378,No,None,Not available,Not available
Parsons Group,Healthcare,62979,32742,30237,48.011241842518935,Hallchester,MD,67311,35.213478,19.140078,No,Paid,Not available,Not available
Chambers-Martin,Hospitality,86570,16299,70271,81.17246159177544,South Alisha,GU,89343,7.786340,158.349024,No,None,Available,Not available
"Miller, Rogers and Wright",Retail,35199,32185,3014,8.562743259751697,Ballmouth,RI,62748,13.733898,79.953214,Yes,Paid,Available,Available
"Smith, Koch and Ward",Technology,14733,7739,6994,47.47166225480214,East Christine,AL,38171,77.618768,17.282183,Yes,Free,Available,Not available
Butler Group,Finance,47226,45352,1874,3.9681531359844153,Vincentberg,UT,46804,-19.232666,2.298537,No,None,Not available,Available
"Hernandez, Weaver and Miller",Finance,99608,23829,75779,76.0772227130351,West Jonathanburgh,ME,09880,19.196368,175.699619,Yes,Paid,Available,Not available
"Watkins, Duke and Hardin",Finance,86426,35054,51372,59.440446162034576,Chadberg,VT,62800,64.591572,-74.198986,Yes,None,Available,Available
Simmons-Pearson,Healthcare,87761,49008,38753,44.15742755893848,South Brandonton,WV,52860,21.146147,-168.615102,Yes,Free,Not available,Available
Flores Group,Technology,42561,7484,35077,82.41582669580131,Heidishire,IN,51434,73.297860,-82.023771,No,Paid,Available,Available
Martinez-Green,Technology,39633,44711,-5078,-12.812555193904071,Cooleystad,NY,86569,-56.419158,-86.682180,Yes,Paid,Not available,Available
Myers-Turner,Technology,17267,16180,1087,6.295245265535414,Kathrynmouth,PW,04141,74.642743,131.723244,No,Free,Not available,Available
Lee-Brooks,Retail,35177,32956,2221,6.313784575148534,South Jamesfurt,SD,99874,70.415101,-72.351061,Yes,Paid,Not available,Not available
"Lee, Gray and Myers",Healthcare,28717,16795,11922,41.51547863634781,Juliastad,TN,54079,-11.460978,13.216403,Yes,Paid,Available,Available
"Davidson, Case and Cole",Finance,30777.61,15733,73438,82.3563714660596,Jenniferport,IA,17508,0.415394,-90.786382,No,None,Not available,Available
Stephens PLC,Technology,25341,16287,9054,35.728661063099324,Jenniferborough,NY,36289,59.058851,69.487032,No,None,Not available,Available
Richard Group,Technology,53941.75,27955,15077,35.03671686187024,Adamsstad,CO,79470,74.336000,6.367925,No,Paid,Available,Not available
Johnson PLC,Hospitality,31925,21375,10550,33.046202036021924,Ashleyfurt,HI,80110,-37.218830,-130.728082,Yes,None,Not available,Not available
Benitez-Martinez,Healthcare,81929,6058,75871,92.60579282061296,Marshallbury,MA,51752,-39.246002,-156.543538,No,None,Not available,Not available
"Fisher, Perkins and Alvarez",Finance,20968,26974,-6006,-28.64364746280046,North Brittany,NY,11670,-87.114686,-116.454276,No,Paid,Available,Available
"Howell, Jacobs and Clark",Hospitality,54854,1063,53791,98.06212855944871,Patriciafurt,HI,45328,8.868337,-94.563397,No,Paid,Available,Not available
"Santiago, Davis and Fields",Healthcare,99667,33939,65728,65.94760552640292,South Patrickview,ME,70052,-33.389034,-128.205046,Yes,Free,Available,Not available
Morgan-Howell,Hospitality,73499.69,47050,-17498,-59.21088251218192,Lisabury,OR,26920,61.583274,-57.269797,No,None,Not available,Not available
"Ford, Guzman and Wright",Technology,81117,22861,58256,71.81725162419714,New Mark,NJ,23884,-45.372720,-134.356566,No,None,Available,Available
Love Inc,Retail,60284,28063,32221,53.4486762656758,Evansbury,NM,76912,-21.464110,-92.340145,No,Free,Available,Not available
Smith-Woods,Healthcare,52193,29740,22453,43.01917881708275,New Shawnstad,TX,48649,57.680508,-22.706749,Yes,Free,Not available,Not available
"Herman, Hurley and Ryan",Hospitality,20186,40135,-19949,-98.82591895373031,Lake Teresafort,OK,83488,2.535148,-93.776761,Yes,Paid,Not available,Available
"Lawson, Cobb and Hammond",Retail,34564,47769,-13205,-38.20449022103924,South Alisonshire,NV,56696,-68.544514,-37.789794,No,Free,Available,Available
Taylor-Mitchell,Retail,51960,39819,12141,23.366050808314085,East Rebecca,MO,28104,-49.283040,-35.243529,Yes,None,Available,Available
Warner and Sons,Finance,62732,6921,55811,88.96735318497736,Matthewshire,IA,83958,-22.781741,72.610839,Yes,Paid,Available,Available
Gregory-Cruz,Finance,50263,28231,22032,43.83343612597736,Elizabethstad,PR,70933,77.439427,26.426194,No,None,Available,Available
"Davis, Franco and Mendoza",Finance,96648,42997,53651,55.51175399387468,Jonathanberg,AL,90864,-68.740706,-133.345132,Yes,Free,Not available,Available
Orr Ltd,Hospitality,83717,25683,58034,69.32164315491477,Lake Jessica,DC,78727,72.848838,-110.754280,No,None,Not available,Available
Daniels-Steele,Technology,44117,21007,23110,52.383434957046035,North Rhonda,NV,03455,-6.351444,-103.517798,Yes,None,Not available,Available
Young-Jones,Finance,75901,14472,61429,80.93305753547384,Lake Alexandra,TN,68603,-62.758182,117.145712,No,Free,Available,Not available
King PLC,Healthcare,65724,28822,36902,56.14691741220863,Kramermouth,WA,86347,59.165355,42.938334,No,None,Not available,Available
Kane-Gaines,Healthcare,92976,36129,56847,61.14158492514197,East Michelle,SD,62962,-31.156360,153.105201,Yes,Free,Not available,Not available
"Young, Cox and Harris",Technology,61219,33401,27818,45.440141132654894,Mitchellberg,NJ,88131,40.803424,18.877080,Yes,None,Available,Not available
Cooper-Collins,Technology,9977,23494,-13517,-135.48160769770473,West Jared,CA,80790,-11.564072,160.506418,No,Paid,Not available,Available
Brown-Henry,Retail,75829,24152,51677,24.94,West Tamara,TX,99903,8.955460,-20.584838,No,None,Not available,Not available
Anderson Group,Technology,16866,15308,1558,9.237519269536346,New Douglas,VI,48791,24.274981,-144.479526,Yes,Free,Not available,Not available
Burton-Neal,Technology,51970,45253,6717,12.924764287088705,Lisastad,GA,08033,-14.905022,42.710171,Yes,None,Not available,Not available
"Edwards, Torres and Whitney",Hospitality,97997,46991,51006,52.04853209792136,Port Jessica,NV,05504,62.470054,27.236254,Yes,Paid,Available,Available
Graham Group,Hospitality,83722,20343,63379,75.7017271445976,West Robertshire,IL,52964,11.470491,75.441404,No,Paid,Not available,Available
Vincent-Phillips,Finance,9886,42659,-32773,-331.50920493627353,Robertton,OK,42295,-48.486490,145.757957,Yes,Free,Available,Available
Reed-Butler,Hospitality,41854,11531,30323,72.44946719548908,East William,CA,75443,-54.469890,34.100035,No,None,Not available,Not available
"Butler, Rose and Herrera",Retail,59342.84,18668,37430,66.7225213020072,Brittanyside,KY,76710,46.401892,158.795646,No,None,Not available,Not available
Acosta-Wilson,Healthcare,74039,25894.28,61640,83.25342049460419,Hernandezmouth,MH,76256,26.839413,40.670476,Yes,None,Available,Available
"Vaughan, Allen and Holt",Technology,83180,3119,80061,96.25030055301755,Leonardton,WV,94235,57.678866,-101.433126,No,Free,Available,Not available
"Walker, Evans and Taylor",Hospitality,74889,26892,47997,64.09085446460762,Port Sherrybury,NM,92680,-6.794086,-146.805913,No,Paid,Available,Available
Lee PLC,Retail,93041,4528,88513,95.13332831762341,Nicholasport,SD,74538,10.110445,85.099629,Yes,Paid,Available,Available
"Williams, Ortega and Fernandez",Hospitality,74263,1465,72798,98.0272814187415,Mooremouth,NE,34563,61.000418,148.518620,No,None,Not available,Available
Savage-Salazar,Hospitality,39916,46136,-6220,-15.582723719811604,Lewisberg,CT,38399,24.652814,151.438487,Yes,Free,Not available,Available
Morales Inc,Healthcare,53758,47866,5892,10.960229175192529,South Michelleshire,AR,66817,-24.826722,110.146360,No,Free,Available,Not available
"Graham, Garcia and White",Finance,46986,26916,20070,42.71485123228196,Farmerbury,NV,09377,-69.253080,88.655420,No,Free,Available,Not available
Morgan and Sons,Technology,72870,43580,29290,12.14,Padillaland,WI,57312,-36.436708,72.787275,No,Paid,Available,Not available
Barnett-Hall,Finance,72235,32991,39244,54.32823423548141,New John,TN,69657,84.952040,156.564637,Yes,Paid,Available,Available
Gonzales PLC,Retail,46661,13642,33019,70.76359272197338,Johnnymouth,GU,74872,21.831528,164.240233,Yes,None,Not available,Not available
"Walker, Stevens and Parker",Technology,28726,49484,-20758,-72.26206224326394,Reneeton,FM,73230,-74.847985,-97.734377,No,None,Available,Available
Moore LLC,Hospitality,37389.8,12060,56189,82.32941141994755,Lake Troyfort,AS,66221,-87.735720,164.050795,Yes,Paid,Not available,Not available
Abbott-Briggs,Healthcare,23716,24871,-1155,-4.870129870129871,North Claytonstad,OR,21136,-12.999446,-83.894001,Yes,None,Not available,Available
"Murphy, Hall and Hernandez",Hospitality,33103,6577,26526,80.13171011690783,Stephaniestad,MP,36180,-63.704160,-122.156273,Yes,Free,Available,Not available
Bates Inc,Technology,3621,23391,-19770,-545.9817729908865,Port Mary,KY,19582,52.238606,-82.444941,No,Paid,Not available,Not available
Jimenez Inc,Retail,7051,15380,-8329,11.48,Thomasbury,PA,33221,-67.813078,20.891454,Yes,None,Not available,Available
"Harris, Small and Strickland",Finance,59584,21505,38079,15.55,Marilynville,UT,89564,33.151308,-75.256203,No,Paid,Available,Not available
Castillo-Burton,Retail,64449,15194,49255,76.42476997315707,East Dana,PA,80978,50.023377,62.749694,Yes,Paid,Not available,Not available
Blake LLC,Retail,36362.5,2970,54129,94.79850785477855,Lake Toddbury,CA,04854,83.609010,151.888713,No,Paid,Available,Available
"Lee, Parks and Daniel",Healthcare,98310,7911,90399,91.95300579798597,East Williammouth,CO,98458,12.200374,-110.681712,No,Free,Available,Available
"Munoz, Ayala and Atkinson",Healthcare,50517,40272,10245,20.280301680622365,Salazarburgh,ID,57604,39.920110,43.130394,Yes,Paid,Not available,Not available
Herman-White,Hospitality,89882,37718,52164,58.03609176475823,Thomashaven,UT,46213,14.832998,-20.126375,Yes,Paid,Not available,Not available
Moore PLC,Healthcare,20117,752,19365,96.26186807178009,Chanstad,MN,59646,64.445286,-163.854936,Yes,Free,Available,Not available
Pierce Inc,Hospitality,85771,24870,60901,71.00418556388523,Port Michael,FL,05124,71.530002,-54.224620,No,None,Not available,Not available
"Campbell, Palmer and Anderson",Hospitality,85543,45843,39700,46.409408133920955,Johnchester,NE,15150,-23.387262,-100.696738,No,Paid,Available,Available
Turner-Hunt,Finance,22360,20911,1449,6.480322003577818,South Margaretborough,WA,29681,48.101590,-177.221004,No,Free,Available,Not available
Graham Ltd,Finance,69865,12647,57218,81.89794603878909,South Edwinhaven,WA,71262,49.484750,124.130738,No,Free,Available,Not available
"Richardson, Woodard and Chavez",Retail,46740,13825,32915,70.42148053059478,North Chelsea,MH,91292,3.848916,91.513166,No,None,Not available,Not available
