BusinessName,Category,Rating,ReviewCount,Price,City,State,ZipCode,Latitude,Longitude,IsOpen,Wifi,OutdoorSeating,Delivery
Beltran-Jackson,Gym,3.94,932,481.0625019,Lake Williamhaven,MS,46179,-74.321904,-94.5955,Yes,Paid,Yes,No
"Bishop, Gonzales and Acosta",Restaurant,3.64,663,187.398945,North Laurenport,MS,13397,33.2379215,32.990233,No,Paid,Yes,Yes
Gilbert LLC,Bar,3.85,617,530.800493,West Victoriastad,LA,19470,32.815571,-63.159221,Yes,Free,Yes,No
"Turner, Kennedy and Dunlap",Hotel,4.59,268,111.538183,Lake Christina,FM,79428,-0.8050705,-20.421626,No,None,No,Yes
"Mccall, Price and Perez",Bar,3.11,547,325.023846,Lake Ryanborough,GA,54010,-31.1281935,-95.21903,No,Free,Yes,Yes
Evans-Foster,Hotel,3.34,160,408.8737008,Port Georgemouth,NY,55774,-17.2572365,136.419387,Yes,Free,No,No
"Johnson, Wagner and Miller",Bar,2.71,32,241.6124551,Nataliemouth,SC,75286,-26.0694565,-56.685882,No,None,Yes,No
Perkins-Johnson,Gym,1.7,508,350.6803402,Port Reginaldberg,SC,53010,7.9201455,-110.767718,Yes,Paid,No,No
"Ramirez, Jefferson and Roach",Restaurant,1.42,915,425.3172533,Port Kurt,TN,10418,-64.7793185,101.738432,Yes,Paid,Yes,No
"Alvarado, Cox and Frey",Restaurant,3.94,387,228.4861784,Woodardmouth,GU,79596,16.843248,146.569414,Yes,Paid,No,No
"Scott, Miller and Lozano",Hotel,3.05,894,267.8328026,West Shawn,OR,26982,-18.621131,-149.588179,No,None,Yes,No
Bailey Inc,Gym,3.24,681,539.3570781,New Andrew,MI,73216,40.9813015,-147.076673,Yes,Paid,No,No
Banks-Walsh,Bar,2.27,684,193.5796132,Cohenport,MP,46067,63.566617,4.344182,Yes,Paid,Yes,Yes
Green-Waller,Restaurant,2.68,355,407.216209,Dayton,IL,83663,0.060327,-89.331857,Yes,Free,No,Yes
"Johnson, Powell and Mcdaniel",Bar,2.64,513,429.2675999,North Tyler,SD,10076,-25.980971,7.921873,No,Paid,No,No
Morgan and Sons,Gym,1.43,617,407.0015527,West Sarah,LA,62328,-33.830062,93.62393,No,Free,Yes,No
"Williams, Williams and Taylor",Hotel,3.36,215,311.4194133,West Sarahburgh,NH,23734,48.363271,57.439716,Yes,None,Yes,No
"Zimmerman, Carter and Baker",Gym,3.48,642,199.4723659,Wilsonborough,MO,34035,-19.093423,142.974497,Yes,Free,Yes,No
Richardson-Smith,Hotel,2.7,32,914.5313503,East Kayla,NE,89056,-74.410086,-179.481126,Yes,Free,No,Yes
"Drake, Meadows and Calderon",Cafe,4.57,851,231.9327866,East Tiffany,MA,55832,55.410582,-163.692068,Yes,Free,No,Yes
Ruiz Inc,Restaurant,4.54,729,814.2121703,West Maryborough,TN,94055,-44.515514,163.670454,No,Free,Yes,Yes
"Fitzgerald, Waters and Bullock",Restaurant,2.81,657,622.6806428,West Richardburgh,AK,92872,-45.9799435,-154.203602,Yes,Paid,Yes,Yes
Long PLC,Cafe,2.2,268,197.5342217,South Michaelland,MD,89532,-77.8134765,172.638703,No,Free,No,Yes
"Powell, Davis and Walters",Restaurant,1.52,851,385.3436376,East Karenshire,AK,13265,-55.764835,107.321457,Yes,None,No,Yes
"Dougherty, Johnson and Green",Restaurant,1.98,61,529.2157064,Pricetown,GU,82915,-65.922268,-72.970791,No,Paid,Yes,No
Landry PLC,Hotel,3.15,431,366.9972665,Smithtown,CO,90200,4.193201,14.630304,Yes,Paid,Yes,Yes
"Salazar, Sanchez and Wright",Bar,3.84,254,271.3630584,New Mary,NE,47552,15.934005,82.625198,No,None,Yes,No
Lee-Rasmussen,Bar,3,119,781.780892,Allenville,AL,5075,62.32573,-159.188339,Yes,None,No,No
Bennett-Smith,Gym,2.58,938,164.3159008,Gabriellebury,ME,56126,-78.3089165,-26.169061,Yes,Free,Yes,No
Brown-Cook,Hotel,2.05,537,866.9084257,Lake Kelsey,IL,69066,74.3352315,88.520566,No,None,No,No
Burke and Sons,Gym,4.15,677,245.860815,Lake Valerieton,TN,25678,79.968125,-57.426385,No,Free,Yes,Yes
Dickson-Grimes,Restaurant,1.72,525,138.9523434,Lake Joseph,WY,64661,68.164542,169.151924,No,None,Yes,No
Juarez-Montgomery,Cafe,4.76,183,988.4088459,Carlsonton,OR,78985,75.527888,74.714116,No,Free,No,No
"Turner, Jordan and Fisher",Bar,3.22,236,736.8076403,South Bobbychester,IN,31577,58.1180845,-144.222973,No,Paid,No,Yes
"Li, Williams and Richmond",Restaurant,3.79,926,685.7310778,South Rachael,ND,63185,-53.354006,107.133795,Yes,Free,No,No
Williams and Sons,Hotel,3.35,800,142.1801335,Brendastad,NC,29982,89.308072,-31.92554,No,Free,Yes,No
Cox-Cox,Hotel,4.99,438,255.1348168,West Kelly,AR,77163,-22.8319615,117.704855,Yes,Paid,Yes,Yes
"Sanders, Campbell and Li",Restaurant,4.51,326,363.1816618,Brownchester,VI,45941,62.39059,-150.929924,No,Free,No,Yes
Edwards-Mcdonald,Hotel,2.38,278,247.763865,Mikaylashire,PR,62419,88.515455,146.959522,Yes,Paid,Yes,No
"Garcia, Walton and Davis",Restaurant,1.21,42,558.1496394,South Jasonton,MO,47704,-59.1035415,172.148386,Yes,None,Yes,No
Stark LLC,Cafe,2,337,523.5327912,Fosterfort,VT,48274,-28.8305665,-132.707359,No,None,No,No
Montoya Group,Hotel,4.08,436,534.2690052,New Andrealand,IA,10092,-14.6579775,-91.821848,No,None,No,Yes
"Mills, Baker and Mejia",Hotel,2.34,472,365.9569648,Joebury,PW,18136,-64.369807,157.365603,No,Paid,Yes,No
Sampson-Malone,Restaurant,4.43,512,692.882978,Jessicaville,UT,69665,-10.878497,23.800547,Yes,Paid,Yes,No
"Alexander, Ward and Short",Restaurant,3.51,670,949.1326858,East Jameschester,MI,20574,47.835804,86.438785,Yes,None,Yes,Yes
Robinson-Herrera,Restaurant,4.95,789,526.7475243,West Tracy,TX,43706,-22.2496115,-169.370137,No,Paid,No,Yes
"Castro, Williams and Morrison",Restaurant,1.86,677,741.9635986,East Richard,WI,52446,75.0063335,-60.046979,Yes,None,No,Yes
Barron LLC,Restaurant,2.52,477,396.7889067,Thomasmouth,MS,10665,-60.382321,-96.190534,Yes,Paid,Yes,No
Gross Ltd,Bar,2.1,133,197.2874977,Gibsonland,NY,13039,63.3523225,-174.905004,No,Free,No,No
Johnson-Davies,Restaurant,3.25,458,408.96492,Jamesberg,ID,88228,-81.8819935,29.362557,Yes,Free,Yes,Yes
Daniels Group,Cafe,2.38,550,950.4859664,South Marktown,NH,59009,-78.000297,5.932316,No,None,Yes,Yes
Owens-Ross,Gym,2.04,497,210.7289364,East Jayshire,WY,29168,16.3745545,152.187239,Yes,Paid,No,Yes
Gibson-Simmons,Hotel,1.96,492,257.5368538,East Kimberlyfurt,GU,66981,-38.1904835,78.489744,No,Paid,Yes,No
Allen-Holmes,Cafe,4.11,359,600.9805021,Port James,FM,92958,4.4475795,80.603084,Yes,None,No,Yes
Washington Group,Restaurant,3.07,41,901.9842586,Deborahside,SC,39520,-30.3606635,66.298189,No,Free,No,Yes
Howell-Nguyen,Gym,2.65,114,551.9093131,Scottborough,UT,54081,-1.5400405,120.240853,No,Paid,Yes,Yes
Irwin Ltd,Restaurant,4.67,114,947.5337523,North Christinemouth,DE,62537,-66.784085,-167.09823,No,Paid,No,No
"Hernandez, Bauer and Fischer",Hotel,4,757,969.0790371,Lake Monica,AK,35205,-48.6965795,152.277499,No,Free,Yes,Yes
"Thomas, Montes and Taylor",Gym,3.7,960,226.6018102,West Samanthabury,PW,23950,71.086225,128.85296,No,Free,Yes,No
Vazquez-Wilson,Gym,3.07,79,667.0105694,Port Tinaland,FL,55274,19.861381,-124.018179,Yes,None,No,No
Wells-Santiago,Restaurant,4.68,538,487.598515,Chapmanton,FM,33588,62.0373835,-25.215274,Yes,Paid,Yes,No
Miller-Moss,Restaurant,1.35,833,534.1179554,New Emilybury,SD,54601,43.7964045,27.289754,Yes,Paid,No,No
Ellison Group,Restaurant,1.75,48,764.2031178,South Robert,NM,16620,-23.005699,-10.097749,No,Paid,Yes,Yes
Mcpherson LLC,Restaurant,3.31,48,280.2278177,Cookside,CO,10665,-41.111752,-173.990128,Yes,Paid,No,No
Hernandez LLC,Hotel,3.24,210,672.0697863,Mendozamouth,WV,67412,51.5719515,171.867572,Yes,Free,Yes,No
Wheeler-Davis,Restaurant,2.03,665,557.8754586,Caseyview,GA,93940,-76.0585755,-53.486424,No,Free,No,No
Randall-Mckinney,Bar,2.67,174,604.7873323,Lake Garybury,GU,16252,-62.1446355,-140.37619,No,Free,Yes,Yes
Jones Group,Restaurant,4.46,384,407.6025784,Lake Tammy,VI,97196,-16.5100775,-126.523245,No,Free,Yes,Yes
Daniels-Smith,Gym,4.58,376,390.1651402,Nathanton,AZ,82445,-60.5747485,-27.760719,No,None,No,No
"Wilson, Washington and Reyes",Bar,4.43,549,570.227475,Samuelton,ME,66882,-23.423396,140.443558,Yes,None,No,No
"Hatfield, Richards and Rivera",Gym,1.52,473,192.7420976,South Larry,SC,19592,11.2216785,-62.519501,Yes,None,Yes,No
Cohen PLC,Hotel,4.91,468,794.3659891,Harrystad,IA,71288,-26.9508085,33.316525,Yes,Paid,Yes,No
Beasley-Merritt,Bar,1.18,619,172.707387,Christophermouth,HI,43276,-9.3571235,3.93139,Yes,Free,Yes,No
Conway-Wagner,Cafe,1.6,720,826.1197766,Paultown,OR,29526,-19.984016,-1.08124,Yes,Paid,Yes,No
Bishop and Sons,Cafe,3.69,959,372.6054384,Port Eric,MI,52111,17.0695265,-59.062551,Yes,Paid,No,No
Rhodes Ltd,Bar,4.9,392,584.0835879,Lake Ryan,CA,34140,87.6711035,-65.698051,No,Paid,No,Yes
"Boyer, Reed and Peterson",Bar,1.79,431,297.197334,Colefort,TN,97263,-53.9798985,-145.083355,No,Paid,Yes,No
"Garcia, Frost and Parker",Restaurant,1.98,429,285.836196,Arielland,NH,36450,32.4882835,-50.721903,Yes,None,No,No
"Wilkinson, Crawford and Mitchell",Restaurant,1.62,472,480.6855055,South Jill,AL,39657,50.137961,-119.610569,No,Free,No,No
Ruiz-Collins,Restaurant,3.57,936,867.3481035,Rangelville,NE,78503,12.7580915,157.49317,No,Free,No,No
Ellis-Guzman,Hotel,3.99,842,558.2461948,Rivasside,MI,62244,-63.691191,63.034536,No,Paid,Yes,No
Henry-Mathews,Cafe,1.4,218,136.0231606,Port Robert,IN,34301,67.2034255,117.067145,Yes,Paid,No,No
Carr Inc,Bar,3.3,555,133.008822,Lake Jim,NV,10547,-58.567437,171.669787,No,Paid,No,No
Miller-Russell,Gym,4.33,454,801.602126,Leslieberg,MS,26079,-77.813545,-30.144962,Yes,Free,Yes,No
Thompson and Sons,Gym,4.33,883,478.7661481,South Joseph,WV,96155,-38.735407,23.194569,No,Free,No,No
"Gutierrez, Mathis and Green",Bar,3.03,989,919.7584794,Duncanview,MS,38982,57.6919105,-112.180225,Yes,Free,Yes,Yes
"Hunt, Reilly and Riggs",Hotel,2.94,163,399.2673216,Harperport,TX,36192,-41.0974245,163.218389,No,Paid,No,No
Lopez Group,Restaurant,4.94,30,179.9732538,Port Phillip,CT,33927,72.9050685,-106.626642,No,None,Yes,Yes
"Wu, Manning and Roberts",Bar,4.03,50,126.9773541,Campbellberg,MD,52187,35.3101905,83.605611,Yes,Paid,Yes,No
Fry Group,Bar,2.77,467,230.7923012,Amandastad,PR,42228,57.1935165,132.979628,Yes,None,No,No
Clark LLC,Cafe,4.33,451,154.5696349,Traceyville,NJ,27964,-41.240235,-59.430535,Yes,None,Yes,Yes
Moore Ltd,Gym,2.98,820,472.605127,Lake Derek,RI,31893,42.7706255,34.671192,No,Paid,Yes,Yes
Lawrence-Williamson,Hotel,2.09,328,967.1386851,Byrdmouth,AZ,31733,-40.343421,-137.857407,No,Paid,No,No
"Smith, Howell and Weiss",Hotel,4.5,403,524.90741,South Michael,SC,85572,88.181441,-90.46938,No,Free,No,No
Lozano Group,Gym,1.55,739,432.7618967,West Bianca,FL,5042,-65.681713,177.268235,Yes,None,Yes,Yes
Olson Inc,Cafe,2.1,999,523.4518511,Melindaborough,MD,74923,-65.642881,173.964331,Yes,Paid,Yes,Yes
Aguirre PLC,Restaurant,2.27,520,945.5448122,Shellyfurt,WI,42267,-45.8315855,138.854072,No,Free,No,No
"Savage, Snyder and Bennett",Cafe,1.3,607,364.791392,Aprilville,IA,57888,65.522162,-108.831553,Yes,Free,No,No
Maxwell-Haynes,Bar,4.38,128,686.6734484,East Ricardo,PW,15530,-37.669357,-178.699768,No,None,No,Yes
Mcconnell-Ramirez,Gym,4.38,931,429.6142527,New Tara,DE,15603,-65.4343325,0.850449,No,Free,No,Yes
Mendoza-Johnson,Cafe,3.75,221,590.2726838,South James,GA,89786,34.772774,-55.931812,Yes,Paid,No,No
Alvarado-Hernandez,Cafe,1.73,919,936.4111734,Lake Danieltown,AZ,18872,-43.0405705,-153.560277,Yes,Paid,Yes,Yes
Griffin-Bowers,Bar,3,180,899.7061574,South Nancy,NC,97069,-58.039525,89.662503,No,Paid,No,No
Sherman Inc,Cafe,4.36,654,421.9474755,North Alyssa,KS,33318,26.6910495,23.433726,No,None,No,No
Moses-Short,Cafe,3.19,770,343.0090372,South Aaronton,GU,63767,73.1527665,-119.080779,No,None,Yes,No
Yang-Park,Hotel,1.92,482,810.0971314,Ambershire,AK,37758,17.2482675,48.965911,No,Paid,No,Yes
Jones-Fisher,Hotel,1.1,566,126.0121819,North Diane,GU,72584,-43.723274,29.953292,No,Paid,No,No
Cervantes-Butler,Gym,2.75,775,746.050287,Toddmouth,VT,70438,-87.9828895,15.673501,Yes,Free,Yes,Yes
Poole and Sons,Gym,3.17,957,767.0410325,Lake Michaelchester,CA,84402,-30.3396805,9.148928,No,Free,Yes,No
"Arellano, Oneal and Morales",Gym,2.42,29,558.9948088,Clarkmouth,MH,74087,69.4762455,-101.308929,No,Paid,No,No
Barker-Shannon,Restaurant,4.16,899,638.0419177,Jamiebury,PW,36275,-15.535074,26.614875,No,None,No,Yes
Donovan-Stone,Bar,2.51,729,831.1606912,Brockshire,MA,67329,5.9176025,37.315552,No,Paid,No,Yes
Chambers-Roberts,Restaurant,2.84,673,883.760538,Jasmineborough,AR,78062,29.6084445,172.825313,Yes,None,No,No
"Smith, Price and Clarke",Cafe,3.34,290,617.9606489,Joannamouth,PW,21362,-63.5501345,-24.725701,Yes,None,Yes,No
"Cruz, Bradley and Carey",Gym,3.1,942,618.7284365,Andrewshire,MH,31588,-84.5942595,177.266182,No,Free,No,Yes
Trujillo and Sons,Gym,4.06,652,883.3556317,East Jamesport,TX,88075,-60.1346765,117.353429,No,Paid,No,Yes
"Murray, Sampson and Strickland",Gym,4.51,954,253.0395512,Hopkinsburgh,DE,68175,-57.924014,124.423155,No,Paid,No,No
"Williams, Williams and Lam",Cafe,1.23,982,710.73258,Bakershire,AS,41407,-36.596166,-98.385836,Yes,Free,No,No
Moody-Mcdonald,Cafe,3.97,536,973.2346569,New Kathleenville,NE,90610,69.599268,-104.067561,Yes,Free,No,Yes
Lowery Inc,Gym,1.03,945,867.4718596,Wellsstad,LA,59714,-69.060874,134.570747,Yes,None,No,No
"Williams, Lee and Torres",Hotel,4.73,694,439.6196966,Port Antonio,ND,37830,38.552896,-171.73625,No,None,No,Yes
Duncan-Mccann,Gym,1,960,681.6358993,Scottstad,WA,40742,34.4709375,-87.826967,No,Free,No,No
"Rice, Young and Johnson",Cafe,3.61,4,290.8751714,Ronaldmouth,ID,19625,-73.4321725,96.524695,No,Paid,Yes,No
Smith Ltd,Hotel,3.48,740,779.3527808,New Caitlin,MH,18281,83.4408725,-98.777645,No,Paid,Yes,No
Henderson-Mcclure,Restaurant,4.67,870,447.5880206,Marshtown,CT,37381,70.954973,-20.419465,Yes,Paid,Yes,Yes
Singleton and Sons,Restaurant,3.07,68,621.6599004,Belindafort,AS,40567,14.367435,21.570199,No,Paid,Yes,No
Mercado-Houston,Bar,4.74,427,150.5386884,Vanessaberg,ID,67967,88.2400995,-33.375734,No,Paid,Yes,Yes
Bradley LLC,Gym,1.16,953,260.2646185,Dickersonborough,AR,856,-65.7580035,-97.75044,Yes,None,No,Yes
"Smith, Chavez and Aguilar",Hotel,4.11,190,606.0572726,Richardburgh,NV,5980,5.051812,161.117607,No,Paid,No,No
Harris Ltd,Cafe,4.51,454,382.6637143,New Josefurt,GA,75286,-68.420652,-179.081458,Yes,Free,Yes,No
Andrade and Sons,Gym,4.07,81,655.9665755,North Cassandra,DE,72904,13.010643,24.274052,Yes,Free,No,No
Hoffman-Dunn,Gym,1.44,498,517.6815867,Lake Matthew,WA,80880,-38.226692,-80.298257,No,Paid,Yes,Yes
Glover-Ross,Cafe,4.31,58,885.0923145,New Thomas,AK,75812,-48.745875,-92.126565,No,Free,Yes,Yes
White Group,Cafe,2.68,835,855.148426,North Elizabethshire,GU,98958,-40.588547,4.7875,Yes,None,Yes,Yes
Lopez PLC,Restaurant,2.82,598,885.5873135,West Alexander,NM,96214,47.472396,-46.68325,Yes,None,No,No
Hall-Hubbard,Restaurant,4.67,467,787.0261924,Port Anna,SC,81728,39.985346,-116.239693,Yes,Paid,Yes,Yes
"Wallace, Cook and Hernandez",Cafe,1.66,506,936.1253555,Lucasport,PA,80559,87.588939,109.776475,Yes,Free,Yes,No
"Whitehead, Willis and Barron",Cafe,4.53,453,769.1186835,North Donna,CO,12583,52.1361895,18.943449,No,None,No,Yes
"Murray, Rivera and Fields",Restaurant,3.62,649,704.5413715,Grantstad,VI,95447,7.4269535,65.557557,No,Free,No,Yes
Cunningham LLC,Gym,2.93,68,930.969725,East Leslie,OR,55297,65.274462,67.753718,No,Free,No,Yes
Garcia LLC,Gym,4.93,221,717.2357622,Walterfort,LA,68679,9.6753655,-75.54526,Yes,Free,No,No
Bennett-Yoder,Gym,4.68,257,448.6243831,Wilsonberg,PR,55942,-55.392177,22.920228,Yes,Free,Yes,No
"Scott, Moody and White",Hotel,4.75,824,421.8405583,Johnport,NC,45219,9.633258,131.956451,No,None,No,Yes
Ward LLC,Hotel,4.03,737,458.5615857,Jonathanland,TN,93655,-19.5999675,26.727371,Yes,Paid,No,No
Sellers Group,Gym,4.18,235,606.392002,South William,MH,77182,-79.1541895,-162.152425,Yes,None,No,No
Hudson and Sons,Hotel,2.49,427,123.6720585,Amandamouth,OH,43588,86.4816135,26.8896,Yes,None,Yes,Yes
Bradley-Gordon,Restaurant,4.77,80,462.4898769,Curtisfurt,TX,17844,76.4980215,-80.867831,Yes,Free,No,No
Thomas LLC,Gym,1.74,359,954.3112847,Shahstad,TX,77341,58.29644,-174.804485,Yes,Paid,No,No
Clayton Group,Bar,2.08,638,715.0022383,Port Rebecca,IN,59177,-65.3247485,-146.959684,Yes,None,No,Yes
"Coleman, Simpson and Trujillo",Restaurant,4.74,441,453.2303293,West Brian,AS,3067,17.1601865,45.108157,Yes,None,Yes,Yes
Herring Ltd,Hotel,4.73,868,173.5577809,Torresville,MP,30601,-1.2361875,174.405677,No,Free,Yes,No
Allen PLC,Cafe,3.52,365,734.1463447,East Angela,CT,39297,-15.873101,152.019067,No,Paid,No,Yes
Bird LLC,Hotel,1.25,967,131.7012366,Diazbury,CO,4394,78.0789005,135.278451,Yes,Free,No,Yes
Jones-Wilson,Cafe,4.47,396,750.798069,Stewartberg,CA,38987,-43.5688845,-12.992641,No,None,Yes,No
Vazquez-Berry,Cafe,2.45,313,505.5374044,Charlesshire,NJ,2667,13.791336,-40.589275,No,Free,No,Yes
Schneider-Hull,Gym,2.78,801,866.4890078,Lake Tanya,AK,40993,83.521282,-48.412029,Yes,Paid,Yes,No
Butler-Macias,Bar,3.74,103,334.6815095,Deanstad,AL,97364,89.5057705,-157.091654,Yes,None,No,Yes
Chambers Inc,Hotel,2.22,903,502.2274197,Lake Ericfort,GA,18009,-52.013993,164.613278,Yes,Free,Yes,Yes
Johnson Ltd,Gym,3.31,163,894.3355388,North Zacharyberg,AK,19384,-40.7304185,96.762555,Yes,Free,Yes,Yes
Case-Crane,Gym,4.68,749,941.9290623,Georgefort,IA,72424,77.6048535,26.04343,No,Paid,No,Yes
Yang-Johnson,Hotel,2.67,513,233.5482185,New Rachel,NC,52299,-79.41289,14.894985,Yes,Paid,No,Yes
Webster Ltd,Restaurant,1.14,988,223.3975203,Joneshaven,FM,1751,-68.171206,-28.485863,No,Paid,No,No
Wheeler Inc,Bar,4.22,458,726.8482974,East Natalie,GA,59329,-35.217069,-58.788749,No,Free,No,No
"Stone, Conway and Russell",Gym,4.09,244,834.8857095,Adamsbury,MT,98259,-56.421621,161.967115,Yes,Paid,Yes,Yes
Frank-Gray,Bar,2.16,970,936.8964193,Petersberg,KY,2651,5.905792,-159.194219,Yes,Free,Yes,No
Brown-Church,Gym,3.46,383,802.2404672,Karenfurt,CO,61850,-89.997431,-155.447292,Yes,None,Yes,Yes
"Richardson, Kim and Knapp",Bar,3.14,23,524.1187401,South Christopherborough,PR,6726,38.1280905,85.213594,Yes,None,No,No
Tucker-Clark,Restaurant,4.35,986,406.3957696,Port Juliastad,AZ,29154,43.7473655,134.663597,Yes,Paid,Yes,No
Torres PLC,Bar,1.99,545,989.665558,Ricardoborough,DC,79250,22.9489345,-52.168975,Yes,None,Yes,No
Montgomery-Chen,Restaurant,2.28,153,385.0156539,Lindabury,NJ,96884,3.5805375,79.128709,Yes,None,No,No
Taylor PLC,Cafe,3.05,670,863.492741,West Erikaburgh,MO,73866,-56.212284,121.644858,Yes,Paid,No,Yes
"Ellis, Burton and Cruz",Gym,1.39,133,840.09837,Brianberg,CT,25270,-32.9109595,-87.679417,Yes,None,Yes,Yes
"Thompson, Shelton and Franco",Restaurant,4.12,321,226.1559914,Josephmouth,TX,71400,35.5796375,14.06172,No,Free,Yes,Yes
Benitez-Chaney,Gym,4.86,845,620.1904456,West Johnborough,WV,27574,63.731927,129.32432,No,Free,Yes,No
Ramirez Inc,Hotel,4.12,713,860.440619,Perkinsmouth,AS,14292,22.4289305,-23.497295,No,None,Yes,No
Walker Group,Cafe,4.39,881,461.5681236,Caitlinborough,IA,52253,15.8990325,-77.203575,No,Paid,Yes,No
Zavala-Edwards,Hotel,3.68,467,966.7439581,Alvarezland,KY,87628,7.49248,-162.017695,No,None,Yes,Yes
"Williams, Barnes and Salazar",Cafe,2.41,727,738.9229214,North Tonyaberg,HI,13453,-73.1309085,71.378449,No,None,Yes,No
Jackson PLC,Cafe,3.09,975,468.3820274,Diazfurt,NV,35896,34.7361765,156.383281,Yes,Free,No,No
Sanders LLC,Cafe,2.86,383,955.1683391,North Kennethburgh,PW,96458,47.539344,-133.398044,Yes,None,Yes,No
Garcia PLC,Bar,4.23,396,704.2724993,East Richardfort,IN,38202,-63.6492355,86.494101,Yes,Paid,No,No
"Burke, Watson and Clark",Hotel,1.01,736,355.1389433,Thomaston,CA,39674,61.4629955,-142.199422,No,Paid,Yes,No
Martin LLC,Cafe,4.95,208,114.9949042,Wellsport,NC,94149,-54.1340375,-90.059898,Yes,Paid,Yes,No
"Anthony, Mitchell and Brown",Gym,3.45,423,635.3305551,Lake Jenniferhaven,TX,13081,-32.791091,-170.86081,Yes,Free,Yes,Yes
Ortega and Sons,Bar,1.58,389,336.1634293,South Willie,FL,6698,40.2284805,-59.773503,No,None,Yes,No
"Young, Mccoy and Castillo",Bar,1.94,154,785.479235,Pinedafort,OR,96870,47.0558075,85.363949,No,Paid,No,No
"Marquez, Gillespie and Rosales",Gym,3.84,509,872.6841416,West Jason,OR,59428,25.6494595,109.39161,No,Paid,No,No
Chaney-Ward,Restaurant,2.53,949,244.0514552,West Martin,NM,58442,66.4086265,-22.998178,No,None,Yes,No
Watson and Sons,Gym,4.12,952,103.1960545,Kennedychester,FL,52498,50.657557,116.276754,Yes,Paid,Yes,Yes
"Clark, Knox and Simmons",Gym,3.12,46,414.6650231,New Kennethside,NY,46808,78.514426,97.085526,No,None,Yes,Yes
Hanna-Miller,Restaurant,2.99,753,906.0635966,South Jeffmouth,KY,36557,-66.0485895,20.251643,No,Paid,No,No
"Johnston, Smith and Martinez",Cafe,3.07,460,276.3496011,Johnton,WY,26190,46.136251,-120.512059,No,None,No,Yes
Ramirez-Hall,Bar,1.27,171,837.2109033,Susanport,MP,82862,6.0539895,-174.257938,Yes,Paid,No,No
Shaw-Sexton,Hotel,3.17,923,914.4885279,East Adam,PA,29942,59.3653755,-17.381072,Yes,Free,Yes,Yes
"Rhodes, Jenkins and Lynch",Bar,4.04,166,308.5845732,Ericside,GA,17007,-28.1640375,-17.415804,No,Free,Yes,Yes
Mcgrath and Sons,Bar,2.52,972,489.5984927,Port Matthew,UT,12408,-20.637919,7.808578,No,None,No,Yes
"Perry, Nixon and Vega",Hotel,4.75,120,539.394955,New Erin,LA,68222,74.737868,-71.257778,Yes,Free,No,No
"Morrison, Roman and Jackson",Hotel,4.6,108,839.377258,West Brianfurt,MA,52527,63.3617365,-59.429798,No,Free,Yes,Yes
Cooper-Johnson,Hotel,4.08,46,208.9366037,Brandonmouth,ND,11047,54.062117,10.816013,No,Paid,No,No
Miller Inc,Restaurant,1.61,830,105.2295387,Ramseybury,SC,77725,-87.3551005,21.021412,No,None,Yes,Yes
Olson LLC,Gym,1.12,361,882.5987984,Lynchville,AK,29617,-11.1974885,-134.645978,No,None,Yes,Yes
Shannon Ltd,Cafe,3.97,901,386.7088887,Fitzgeraldville,MP,55282,-51.9076685,18.449491,Yes,None,No,Yes
Thomas Inc,Restaurant,2.62,778,956.3137027,North Angelafort,NY,31229,-57.041499,-140.074157,No,Paid,No,No
Duncan-Rhodes,Bar,1.04,685,258.7396182,Sallyside,ND,74214,65.802823,-51.882137,No,Paid,Yes,Yes
Smith-Wilkins,Gym,1.71,516,290.407317,Howellview,CA,71414,83.0323205,-93.064495,No,Free,No,Yes
Bird-Torres,Hotel,2.31,893,942.0482663,Gordonchester,MT,79725,-70.4248105,130.959119,No,Paid,Yes,Yes
Padilla PLC,Cafe,4.38,183,935.1160116,Lake Markshire,RI,72064,88.285509,62.421106,Yes,Paid,No,Yes
Moore-Fritz,Gym,3.18,418,950.3105054,Fowlertown,MT,4958,-7.493402,46.437272,No,Free,No,Yes
Maxwell-Mcguire,Hotel,3.98,337,891.3019749,North Heathermouth,GU,4256,52.0151665,18.154399,Yes,Free,Yes,No
Lee-Lee,Gym,2.22,376,226.9832612,North Michelle,NH,44915,-81.170964,-17.253061,No,Paid,No,No
Tate Inc,Restaurant,2.09,354,519.7192245,Aprilhaven,AK,46238,14.223016,-169.643867,No,Free,Yes,Yes
Boyd-Flowers,Cafe,4.69,730,525.7954438,West Vincentton,VA,26953,-22.4554895,40.150299,No,None,No,Yes
Cisneros-Davis,Gym,1.44,250,250.8284559,West Linda,WV,61613,21.273787,-41.666513,No,Free,No,Yes
Brown Group,Restaurant,2.46,566,814.0482868,Carrillostad,IA,58808,-66.211023,-139.166321,Yes,None,Yes,Yes
Lopez and Sons,Hotel,1.57,784,349.4870081,Bartonborough,NY,99931,-52.999816,82.330967,Yes,Free,Yes,Yes
Rogers-Nguyen,Restaurant,4.43,985,483.8774076,Port Carltown,TN,42658,-10.115175,-174.444108,No,None,Yes,Yes
Lucas Ltd,Bar,2.33,794,358.7617308,New Carrie,OH,90107,70.1809895,-83.892787,No,Paid,No,No
Gonzalez-Garcia,Hotel,1.67,703,405.8436292,Donnafurt,TN,91939,-1.7056925,60.534826,Yes,None,No,Yes
Stewart-Wright,Cafe,2.81,826,128.8378382,West Emilystad,MN,51648,46.276057,94.328972,No,Free,Yes,Yes
